"ID","AppStore","PriceSensitive","WhyDownload","Gender","Age","Nationality","Education","YearsEdu","Occupation","Currency","HH.Income"
"1049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","Nokia","Yes","facebook","Female","29","French","2","12","Other","EUR","Prefer not to say"
"1052","Not sure",NA,"ninguna","Male","60","Spanish","3","16","Inst, Maint & Repair","EUR","4"
"1053","Android","Yes",NA,"Male","28","Spanish","5","19","Edu, Trng & Lib","EUR","3"
"1054","Android","Yes","radardroid pro","Male","29","Spanish","2","15","Military","EUR","2"
"1055","Android","Yes","angry birds","Female","36","Spanish","3","16","Off & Admin Sup","EUR","7"
"1056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","Samsung",NA,NA,"Male","31","Indian","5","4","Mgmt","INR","11"
"1059","Android","Yes",NA,"Male","16","Japanese","2","9","Student","JPY","Prefer not to say"
"1060","Blackberry",NA,"facebook","Male","24","Indian","6","17","Mgmt","INR","4"
"1061","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","Not sure",NA,"0","Male","58","French","5","17","Biz & Fin Ops","EUR","6"
"1063","Not sure",NA,NA,"Female","18","SouthKorean","2","18","Student","KRW","1"
"1064","Android",NA,NA,"Male","50","Spanish","8","10","Food Prep & Srv","EUR","2"
"1065","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","Android",NA,"Endomondo Pro","Female","17","German","2","5","Student","Other","2"
"1068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","Nokia","Yes","Panchang","Male","36","Indian","3","3","Arts, Entmt & Sports","INR","7"
"1070","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073","Android",NA,NA,"Female","19","Russian","2","12","Student","RUB","Prefer not to say"
"1074","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077","Nokia",NA,NA,"Female","27","Brazillian","2","12","Sales","BRL","2"
"1078","Nokia",NA,"?","Male","45","British","2","10","Bldg & Grnd Clng","GBP","8"
"1079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081","Android","Yes",NA,"Male","68","Spanish","5","14","Off & Admin Sup","EUR","4"
"1082","Blackberry","Yes",NA,"Female","16","German","2","14","Student","EUR","1"
"1083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","Blackberry","Yes",NA,"Female","44","German","6","18","Off & Admin Sup","EUR","Prefer not to say"
"1085","Nokia","Yes",NA,"Male","43","Italian","2","10","Inst, Maint & Repair","EUR","4"
"1086","Android","Yes",NA,"Female","39","Spanish","4","14","Sales","EUR","3"
"1087","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","Android",NA,"<U+043D><U+0435><U+0442>","Male","36","Russian","4","13","Protective Svcs","RUB","2"
"1089","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090","Android",NA,NA,"Male","65","German","6","22","Edu, Trng & Lib","EUR","5"
"1091","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","iOS","Yes",NA,"Female","59","British","4","15","Edu, Trng & Lib","GBP","2"
"1094","Not sure",NA,NA,"Male","73","Japanese","3","69","Mgmt","JPY","8"
"1095","Samsung",NA,"vodafone","Male","36","Italian","2","16","Inst, Maint & Repair","EUR","2"
"1096","Android",NA,NA,"Female","45","Spanish","2","19","Bldg & Grnd Clng","EUR","4"
"1097","Nokia","Yes","Oxford Dictionary","Male","19","Indian","5","15","Student","INR","Prefer not to say"
"1098","Windows",NA,"<U+5FD8><U+308C><U+305F>","Female","67","Japanese","7","21","Edu, Trng & Lib","JPY","7"
"1099","Nokia","Yes","<U+043D><U+0430><U+0432><U+0438><U+0433><U+0430><U+0442><U+043E><U+0440>","Female","39","Russian","3","30","Biz & Fin Ops","RUB","1"
"1100","Samsung","Yes",NA,"Male","39","Australian","7","24","Life, Phys & Soc Sci","AUD","7"
"1101","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","iOS","Yes",NA,"Female","34","Spanish","5","20","Production","EUR","7"
"1104","Other","Yes",NA,"Male","70","Japanese","4","11","Off & Admin Sup","JPY","Prefer not to say"
"1105","Nokia","Yes","MAPS","Male","46","Italian","3","13","Sales","EUR","8"
"1106","Android","Yes","Instapaper","Male","33","Australian","3","13","Sales","AUD","3"
"1107","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","Other","Yes","0","Male","66","Japanese","2","13","Comp & Math","JPY","6"
"1109","Nokia",NA,NA,"Male","19","Indian","3","13","Student","INR","Prefer not to say"
"1110","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","Android","Yes",NA,"Male","43","French","5","17","Mgmt","EUR","4"
"1113","Android","Yes","maps","Male","55","British","4","12","Production","GBP","6"
"1114","Not sure",NA,"<U+30A2><U+30D7><U+30EA><U+306F><U+4F7F><U+308F><U+306A><U+3044>","Male","67","Japanese","3","12","Sales","JPY","7"
"1115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","Other",NA,NA,"Male","70","Japanese","5","18","Mgmt","JPY","7"
"1117","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","Do not use apps",NA,NA,"Female","66","Japanese","3","12","Off & Admin Sup","JPY","1"
"1119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","Android",NA,NA,"Male","16","Indian","2","12","Student","INR","1"
"1121","Nokia",NA,"MONEY TRANSFER, INSTANT MESSAGING","Male","27","Indian","6","20","Arch & Eng","INR","11"
"1122","iOS","Yes","Radio Wecker","Female","34","German","4","16","Edu, Trng & Lib","EUR","5"
"1123","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","Android","Yes",NA,"Male","21","Indian","5","18","Comp & Math","INR","10"
"1125","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","iOS","Yes","Norwegian translation","Female","27","Australian","6","18","Food Prep & Srv","Other","2"
"1129","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","Android",NA,NA,"Female","18","SouthKorean","2","12","Student","KRW","1"
"1132","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","Nokia","Yes",NA,"Male","63","French","3","12","Cmty & Soc Svcs","EUR","3"
"1135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","Blackberry","Yes","Angry Birds","Female","39","Australian","3","17","Biz & Fin Ops","AUD","Prefer not to say"
"1138","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","Not sure",NA,"<U+306A><U+3057>","Male","66","Japanese","5","16","Cmty & Soc Svcs","JPY","7"
"1141","Other","Yes",NA,"Male","66","Japanese","5","19","Sales","JPY","7"
"1142","Nokia","Yes",NA,"Female","63","French","3","12","Other","EUR","4"
"1143","Android","Yes","Titanium","Male","45","Russian","4","17","Arts, Entmt & Sports","RUB","7"
"1144","Samsung",NA,"<U+AC8C><U+C784>","Male","17","SouthKorean","2","12","Student","KRW","7"
"1145","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","Samsung",NA,NA,"Male","68","Australian","4","14","Mgmt","AUD","5"
"1147","Nokia",NA,"??","Male","64","German","2","9","Transport","EUR","3"
"1148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","Nokia",NA,"44","Male","25","Chinese","5","10","AFF","CNY","1"
"1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","Do not use apps",NA,"<U+306A><U+3057>","Male","70","Japanese","5","16","Mgmt","JPY","8"
"1152","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","Not sure",NA,NA,"Male","70","Japanese","6","21","Edu, Trng & Lib","JPY","9"
"1155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","Nokia",NA,NA,"Female","36","Italian","4","17","Cmty & Soc Svcs","EUR","Prefer not to say"
"1157","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","Not sure","Yes",NA,"Female","60","Australian","4","15","AFF","AUD","3"
"1159","Not sure",NA,NA,"Male","78","Japanese","3","14","Mgmt","JPY","7"
"1160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","Nokia","Yes","Advanced Call Manager","Male","66","Spanish","5","21","Military","EUR","5"
"1162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","Nokia",NA,NA,"Male","21","Chinese","5","16","Student","CNY","1"
"1164","Android","Yes",NA,"Male","36","Russian","3","16","Transport","RUB","1"
"1165","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","Samsung",NA,NA,"Male","51","Italian","3","15","Transport","EUR","4"
"1167","iOS","Yes","Contacts XL","Male","49","French","3","14","Comp & Math","EUR","4"
"1168","iOS",NA,NA,"Male","53","Other","2","11","Constrn & Ext","AUD","3"
"1169","iOS","Yes",NA,"Male","70","Japanese","3","12","Other","JPY","5"
"1170","Other","Yes",NA,"Female","39","Spanish","5","30","Edu, Trng & Lib","EUR","6"
"1171","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","Android","Yes","exspres failes","Male","39","Russian","3","14","Sales","RUB","5"
"1173","Android","Yes",NA,"Female","18","SouthKorean","2","12","Student","KRW","Prefer not to say"
"1174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","Nokia","Yes",NA,"Female","26","British","7","19","Comp & Math","GBP","8"
"1177","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","Other","Yes",NA,"Male","72","Japanese","5","14","Mgmt","JPY","6"
"1180","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","Android",NA,"workout app","Male","31","Australian","6","16","Mgmt","AUD","6"
"1184","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","Not sure",NA,NA,"Female","65","French","2","10","Prsn Care & Svcs","EUR","Prefer not to say"
"1188","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","Samsung","Yes","l book","Female","42","French","3","21","Prsn Care & Svcs","EUR","5"
"1191","Nokia",NA,NA,"Male","45","Italian","7","25","Life, Phys & Soc Sci","EUR","Prefer not to say"
"1192","Android",NA,NA,"Male","42","Italian","6","17","Comp & Math","EUR","7"
"1193","Android",NA,NA,"Female","57","French","2","13","Sales","EUR","2"
"1194","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1195","Other","Yes",NA,"Male","74","Japanese","3","12","Mgmt","JPY","Prefer not to say"
"1196","Nokia",NA,NA,"Male","46","Indian","3","13","Production","AUD","6"
"1197","Android",NA,NA,"Male","51","British","5","15","Mgmt","AUD","3"
"1198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","Nokia","Yes","keiner","Male","68","German","2","16","Sales","EUR","4"
"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","Android","Yes",NA,"Female","35","Mexican","4","20","Healthcare Pract & Tech","USD","2"
"1202","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","Nokia","Yes",NA,"Female","22","German","3","16","Student","EUR","Prefer not to say"
"1205","Android",NA,"workout","Female","29","Chinese","6","17","Biz & Fin Ops","AUD","6"
"1206","Samsung",NA,NA,"Female","32","German","6","22","Off & Admin Sup","EUR","Prefer not to say"
"1207","Android","Yes",NA,"Male","28","Indian","5","24","Student","INR","5"
"1208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","iOS","Yes","<U+97D3><U+56FD><U+8A9E><U+8F9E><U+66F8>","Male","69","Japanese","5","16","Mgmt","JPY","7"
"1210","Windows","Yes",NA,"Female","63","French","3","10","Sales","EUR","6"
"1211","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","Not sure",NA,"na","Female","68","Australian","2","13","Mgmt","AUD","5"
"1214","iOS",NA,"theory","Female","33","British","2","12","Food Prep & Srv","GBP","3"
"1215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","iOS","Yes",NA,"Male","67","Japanese","3","12","Arch & Eng","JPY","2"
"1217","Samsung",NA,NA,"Male","59","German","3","13","Sales","EUR","Prefer not to say"
"1218","Android","Yes",NA,"Female","20","Australian","5","15","Student","AUD","2"
"1219","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","Not sure",NA,NA,"Male","69","Japanese","6","16","Other","JPY","4"
"1221","Samsung",NA,NA,"Male","52","Italian","3","17","Production","EUR","4"
"1222","Not sure",NA,NA,"Male","58","Japanese","5","19","Prsn Care & Svcs","JPY","4"
"1223","iOS","Yes",NA,"Male","46","French","5","18","Healthcare Sup","EUR","7"
"1224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","Android","Yes",NA,"Female","17","SouthKorean","2","12","Student","KRW","1"
"1226","Android","Yes",NA,"Male","21","Indian","5","19","Comp & Math","INR","7"
"1227","Android",NA,"Nexgtv","Male","22","Indian","3","6","Production","INR","5"
"1228","Not sure","Yes",NA,"Female","40","Russian","4","14","Mgmt","RUB","1"
"1229","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","iOS","Yes","petit futé","Male","49","French","2","15","Arts, Entmt & Sports","EUR","4"
"1232","iOS","Yes",NA,"Female","38","Australian","4","14","Healthcare Pract & Tech","AUD","7"
"1233","iOS",NA,"whatsup","Female","30","British","5","20","Off & Admin Sup","GBP","7"
"1234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","Not sure",NA,NA,"Female","66","German","3","20","Sales","EUR","5"
"1236","Not sure",NA,NA,"Male","59","French","2","3","Constrn & Ext","EUR","Prefer not to say"
"1237","iOS","Yes","Mega Slots 3","Female","75","Australian","3","12","Healthcare Sup","AUD","7"
"1238","iOS","Yes","non ricordo","Male","42","Italian","2","18","Off & Admin Sup","EUR","4"
"1239","Android","Yes",NA,"Female","50","British","5","14","Healthcare Pract & Tech","GBP","7"
"1240","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","Blackberry","Yes",NA,"Female","16","British","3","11","Sales","GBP","4"
"1245","iOS",NA,"-","Female","20","Other","5","13","Student","AUD","8"
"1246","Android",NA,"wu","Male","35","Chinese","5","17","Constrn & Ext","CNY","9"
"1247","Android","Yes",NA,"Male","16","German","8","13","Transport","EUR","1"
"1248","Samsung","Yes",NA,"Male","70","Australian","3","10","Sales","AUD","4"
"1249","Blackberry","Yes",NA,"Female","45","Australian","6","28","Mgmt","AUD","7"
"1250","Nokia","Yes","LockonApps","Female","24","Indian","6","18","Edu, Trng & Lib","INR","8"
"1251","Nokia",NA,"GAMES SONGS","Male","30","Indian","6","15","Biz & Fin Ops","INR","3"
"1252","Blackberry",NA,"shazam","Male","34","Spanish","4","16","Inst, Maint & Repair","EUR","Prefer not to say"
"1253","Samsung",NA,NA,"Male","28","Indian","6","18","Edu, Trng & Lib","INR","6"
"1254","iOS","Yes","<U+6597><U+5730><U+4E3B>","Female","28","Chinese","5","19","Mgmt","CNY","10"
"1255","iOS",NA,"tomtom","Male","27","Australian","4","15","Legal","AUD","6"
"1256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","Android",NA,NA,"Female","17","SouthKorean","2","12","Student","KRW","1"
"1258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","iOS",NA,NA,"Female","18","SouthKorean","2","12","Student","KRW","7"
"1260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1261","Android","Yes","Angry Birds","Male","15","British","2","10","Student","GBP","7"
"1262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1263","Android","Yes","<U+B808><U+C2A4><U+D1A0><U+B791> <U+D0C0><U+C774><U+CFE4>2","Female","18","SouthKorean","2","7","Student","Other","1"
"1264","iOS",NA,"Puffin Web Browser","Female","30","German","6","23","Comp & Math","EUR","4"
"1265","Android",NA,NA,"Male","66","French","2","14","Sales","EUR","5"
"1266","Samsung",NA,"hp12c","Male","42","Brazillian","3","24","Off & Admin Sup","BRL","2"
"1267","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1268","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","Samsung",NA,"monopoli","Female","37","Italian","4","15","Off & Admin Sup","EUR","4"
"1271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","Other","Yes","<U+FF1F>","Male","70","Japanese","6","16","Other","JPY","4"
"1274","Android",NA,NA,"Male","17","Chinese","2","17","Student","CNY","Prefer not to say"
"1275","iOS","Yes","Städteführer (kann mich an genauen Namen nicht erinnern)","Female","30","German","6","0","Mgmt","EUR","5"
"1276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1277","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1279","Nokia","Yes","me la bajan los chicos","Male","51","Spanish","2","12","Inst, Maint & Repair","EUR","Prefer not to say"
"1280","Nokia","Yes","education","Female","29","Indian","6","16","Edu, Trng & Lib","INR","1"
"1281","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1282","Samsung","Yes","abdominales","Female","30","Mexican","4","18","Healthcare Sup","MXN","1"
"1283","Android","Yes",NA,"Male","46","Spanish","2","15","Edu, Trng & Lib","EUR","5"
"1284","Android","Yes","Hiving","Female","23","Spanish","2","9","Bldg & Grnd Clng","EUR","2"
"1285","Android","Yes","can't remember","Female","66","British","4","13","Healthcare Pract & Tech","GBP","Prefer not to say"
"1286","iOS",NA,NA,"Female","17","Japanese","2","12","Student","JPY","Prefer not to say"
"1287","Nokia","Yes",NA,"Female","65","British","3","10","Sales","GBP","2"
"1288","Not sure",NA,NA,"Male","75","Japanese","2","12","Mgmt","JPY","1"
"1289","Android",NA,NA,"Male","39","French","5","17","Protective Svcs","EUR","4"
"1290","iOS",NA,NA,"Female","61","French","3","13","Off & Admin Sup","EUR","4"
"1291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1292","Android","Yes","Trip Advisor","Female","19","Australian","2","15","Student","AUD","5"
"1293","Other",NA,NA,"Male","69","Japanese","5","16","Mgmt","JPY","8"
"1294","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1295","iOS","Yes",NA,"Female","56","French","7","27","Healthcare Sup","EUR","5"
"1296","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","Android",NA,"angry birds","Male","83","British","7","18","Biz & Fin Ops","GBP","3"
"1300","Not sure",NA,"<U+043D><U+0435><U+0442> <U+043D><U+0430><U+0437><U+0432><U+0430><U+043D><U+0438><U+0439>","Male","62","Russian","3","17","Arts, Entmt & Sports","RUB","6"
